InstanceId,SSMRunCommand,ServiceLocation,Patch Group,CorpinfoMSP:Snapshot Of EBS By ECG,Service,aws:cloudformation:logical-id,FileBackup,CloudEndure creation time,ApplicationTier,CorpInfoMSPTakeNightlySnapshot,OpsAutomatorTaskList,Environment,Application,Other,RequestNumber,StatelessHa,ServiceOwner,ApplicationName,EnvironmentName,CustomerName,Monitoring,Schedule,StatelessHaVss,aws:cloudformation:stack-name,PrincipalId,MonitorServices,Original id,PowerGroup,Purpose,aws:autoscaling:groupName,CorpinfoMSP:Snapshot Of EBS By Lambda,WorkingEnvironmentId,PatchGroup,aws:cloudformation:stack-id,CreatedAt,status,ApplicationTierLevel ,CWAgent,Name,MonitoredServices,ReviewDate,TechnicalOwner2,OperationalHours,tanium,CostCenter,Schedule ,BusinessOwner,TechnicalOwner,FileLevelBackup,Disaster Recovery,Managed,Creator,ApplicationTierLevel,asg_alarms,Manage,OpsAutomatorTest,ProjectYear,SSM,ContactPreference,Review Date,stacker_namespace,WorkingEnvironment,Validated,CloudManager,CorpInfoMSP:TakeNightlySnapshot
i-4f29d010,,Irvine,,,,,No,,Application,,,Test,TRAX,,,,Jeremy Tiss,,,,,AlwaysOn,,,,,,,TRAX,,,,,,,,,Yes,IRVJDETRX07,,,,,,1001798932,,,Bob Lynch,,,No,cloud-endure,,,,,,Test,Text,,,,No,,No
